parent_id,Mentor_1,Mentor_10,Mentor_11,Mentor_12,Mentor_13,Mentor_14,Mentor_15,Mentor_16,Mentor_17,Mentor_18,Mentor_19,Mentor_2,Mentor_20,Mentor_21,Mentor_22,Mentor_23,Mentor_24,Mentor_25,Mentor_26,Mentor_27,Mentor_28,Mentor_29,Mentor_3,Mentor_30,Mentor_31,Mentor_32,Mentor_33,Mentor_34,Mentor_35,Mentor_36,Mentor_37,Mentor_38,Mentor_39,Mentor_4,Mentor_40,Mentor_5,Mentor_6,Mentor_7,Mentor_8,Mentor_9
Parent_110,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,3.7,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,3.9,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.4,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,3.8,4.1000000000000005,4.1000000000000005,4.1000000000000005,3.7,4.4,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.8,4.1000000000000005,4.1000000000000005,4.1000000000000005,4.1000000000000005
Parent_111,3.91,3.91,3.91,3.91,4.4,3.91,3.7,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,4.1,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,4.05,3.91,3.91,3.3,3.91,3.91,3.91,3.91,3.91,3.91
Parent_112,4.25,4.25,4.25,4.25,4.25,4.25,4.4,4.25,4.25,4.25,4.25,4.4,4.25,4.25,4.25,4.25,4.25,4.5,4.8,4.25,4.0,4.25,4.25,4.25,4.25,4.25,4.4,4.25,4.25,4.6,4.4,3.3,4.25,4.25,4.25,4.25,4.25,4.25,3.7,4.25
Parent_113,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.1,4.1,3.966666666666667,3.966666666666667,4.0,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,4.1,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.7,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,3.966666666666667,4.8,3.966666666666667
Parent_114,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.3,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.4,4.5,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.2,4.4,4.366666666666667,4.4,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667
Parent_115,4.233333333333333,4.4,4.233333333333333,4.233333333333333,4.1,3.8,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.5,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.6,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.233333333333333,4.0,4.233333333333333
Parent_116,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.9,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,4.5,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.7,4.0,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,4.1,3.8999999999999995,3.1,4.0,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995
Parent_117,4.0,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.9,4.6,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.1,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.3,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,3.883333333333333,4.4,3.883333333333333,3.883333333333333
Parent_118,3.807142857142857,3.4,4.449999999999999,3.807142857142857,3.807142857142857,3.3,3.807142857142857,3.807142857142857,3.807142857142857,4.8,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,4.0,3.807142857142857,3.807142857142857,3.1,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.6,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857,3.807142857142857
Parent_119,4.21,4.21,4.21,4.21,3.7,4.21,4.4,4.8,4.21,4.21,4.21,4.21,4.21,4.21,3.55,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.6,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21
Parent_12,4.3,4.3,4.3,4.3,4.3,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.5,4.3,4.3,4.4,4.3,4.3,4.3,4.3,4.3,4.1,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.1
Parent_120,3.6,4.05,4.05,4.15,4.05,4.05,4.05,4.05,3.55,4.05,4.05,4.05,4.05,4.1,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.1,4.05,4.05,4.05,4.05,4.05,4.8,4.05,4.05
Parent_121,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.0,4.211111111111111,4.211111111111111,3.1,4.4,4.211111111111111,4.211111111111111,4.0,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.8,4.211111111111111,4.211111111111111,4.211111111111111,4.5,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.6,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.211111111111111,4.4,4.211111111111111,4.1
Parent_122,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,4.0,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,4.0,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.6,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,3.9200000000000004,4.4,3.6,3.9200000000000004,3.9200000000000004
Parent_123,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.0,4.2,3.8,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.4,4.2,4.2,4.2,4.2,4.2
Parent_124,3.9599999999999995,3.6,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.6,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.4,3.9599999999999995,4.6,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995,4.6,3.9599999999999995,3.9599999999999995,3.9599999999999995,3.9599999999999995
Parent_125,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,4.3,3.7428571428571433,3.7428571428571433,3.7428571428571433,4.4,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.4,3.7428571428571433,3.3,3.7428571428571433,3.7428571428571433,3.4,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,3.7428571428571433,4.0,3.7428571428571433,3.7428571428571433,3.4
Parent_126,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.6,3.7,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,4.5,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,4.6,3.0,3.957142857142857,3.957142857142857,4.1,3.957142857142857,3.957142857142857,4.2,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857,3.957142857142857
Parent_127,4.142857142857143,3.8,4.142857142857143,4.142857142857143,4.8,4.6,4.142857142857143,4.142857142857143,4.0,4.142857142857143,4.142857142857143,4.142857142857143,4.1,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,3.7,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.142857142857143,4.0
Parent_128,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.4,4.014285714285714,4.014285714285714,4.014285714285714,3.8,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.1,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,3.7,4.014285714285714,4.014285714285714,4.6,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,4.014285714285714,3.6,4.014285714285714,4.014285714285714,3.9
Parent_129,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.7,3.866666666666667,4.1,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,4.4,3.866666666666667,3.7,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.3,4.0,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667,3.866666666666667
Parent_13,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,4.0,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.7,4.4,3.8428571428571425,3.8428571428571425,3.4,3.6,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8428571428571425,3.8,3.8428571428571425,4.0,3.8428571428571425
Parent_130,4.142857142857142,4.1,4.142857142857142,4.142857142857142,4.1,4.142857142857142,4.142857142857142,3.4,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.5,4.0,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.142857142857142,4.1,4.142857142857142,4.142857142857142,4.142857142857142,4.8
Parent_131,3.9099999999999993,4.5,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,4.1,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.75,3.9099999999999993,3.8,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.4,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993,3.9099999999999993
Parent_132,3.9,3.6,3.9,3.9,3.9,3.9,3.9,3.8,3.9,4.0,3.9,3.9,3.9,3.9,3.9,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.4,3.9,3.9,3.9,3.9,3.9,3.9,3.6,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Parent_133,4.0,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,3.3,4.8,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.5,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,3.3,4.5,4.8,4.4,4.0600000000000005,4.0600000000000005,3.6,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,4.0600000000000005,3.4,4.0600000000000005,4.0600000000000005
Parent_134,4.06,4.06,4.06,4.06,4.06,4.06,4.0,4.06,4.06,4.06,4.06,4.06,3.7,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.1,4.06,4.06,4.06,4.06,4.06,4.06,4.06,4.4,4.06,4.1,4.06,4.06,4.06,4.06,4.06,4.06,4.06
Parent_135,3.9625000000000004,3.9625000000000004,4.5,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,4.4,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,4.0,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,4.0,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,4.0,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.5,3.9625000000000004,3.7,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.9625000000000004,3.6,3.9625000000000004
Parent_136,3.7625,3.7625,3.7625,3.7625,4.0,3.7625,3.7625,4.15,3.1,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.8,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625,3.7625
Parent_137,4.26,4.26,4.26,4.26,4.26,4.26,4.2,4.26,4.26,4.26,4.4,4.26,4.8,4.26,4.26,4.26,3.1,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.8,4.26,4.26,4.26,4.26,4.26,4.26,4.26
Parent_138,4.044444444444444,3.7,4.044444444444444,4.044444444444444,4.044444444444444,4.1,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.6,4.044444444444444,3.7,4.044444444444444,4.044444444444444,3.8,3.9,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,3.4,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.044444444444444,4.4,4.8,4.044444444444444
Parent_139,3.1,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.4,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,4.8,3.97,3.97,3.75,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,4.8
Parent_14,3.0,3.8625,4.4,3.8625,3.1,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625,3.7,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625,4.4,3.8625,3.8625,3.8625,4.5,3.8625,3.8625,4.1,3.8625,3.8625,3.8625,3.7,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625,3.8625
Parent_140,3.99375,3.99375,3.99375,3.99375,3.99375,4.5,3.8,3.99375,3.9,3.99375,3.99375,3.99375,3.99375,3.99375,3.99375,3.99375,3.6,3.99375,3.99375,3.99375,3.99375,3.99375,3.99375,4.8,3.99375,3.75,3.99375,3.99375,3.99375,3.99375,3.99375,3.9,3.99375,3.7,3.99375,3.99375,3.99375,3.99375,3.99375,3.99375
Parent_141,4.05,4.05,4.05,4.1,4.05,4.05,4.05,3.7,4.5,4.05,4.05,3.7,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.1,4.0,4.05,4.05,4.05,4.4,4.05,4.6,4.05,4.05,4.05,4.05,3.3,4.05,4.05,4.1,4.05,4.05,4.05
Parent_142,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,4.4,4.4,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.4,3.7,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,4.1,4.0,3.9714285714285715,3.8,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715,3.9714285714285715
Parent_143,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.0,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.1,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.0,4.108333333333333,4.108333333333333,4.35,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.1,4.1,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333,4.108333333333333
